Generation,AVG Time
2085,42.089843010902406
2090,42.2480884552002
2095,42.20724227428436
2100,42.75397346019745
2105,42.53837811946869
2110,42.88553693294525
2115,42.5302907705307
2120,43.26366634368897
2125,42.90531985759735
2130,42.98042480945587
2135,43.01087374687195
2140,43.234033536911014
2145,43.01630969047547
2150,43.69554693698883
2155,43.81935880184174
2160,43.50441040992737
2165,43.90317509174347
2170,44.14681491851807
2175,44.180181884765624
2180,44.04787786006928
2185,44.62869894504547
2190,44.3892005443573
2195,44.74767928123474
2200,45.06202628612518
2205,44.911547255516055
2210,44.829539036750795
2215,44.82111060619354
2220,45.3623872756958
2225,45.23113741874695
2230,45.41313812732697
2235,45.460327887535094
2240,45.23812115192413
2245,46.15274896621704
2250,45.9676070690155
2255,45.56732738018036
2260,46.10336308479309
2265,46.01207518577576
2270,46.04325528144837
2275,46.50490951538086
2280,46.26629629135132
2285,46.45347354412079
2290,47.056887006759645
2295,46.40782403945923
2300,46.61198337078095
2305,46.915954279899594
2310,46.79858763217926
2315,47.27163951396942
2320,47.20969684123993
2325,47.463647389411925
2330,47.40436818599701
2335,47.52838389873504
2340,47.18360800743103
2345,47.69469182491302
2350,47.34301805496216
2355,47.92889230251312
2360,47.92526433467865
2365,48.21119089126587
2370,48.54129030704498
2375,48.20045115947723
2380,48.33370490074158
2385,47.822667598724365
2390,48.83256886005402
2395,49.07209584712982
2400,48.30692481994629
2405,48.75097370147705
2410,49.13203420639038
2415,49.620260286331174
2420,49.53930766582489
2425,49.32644469738007
2430,49.74072217941284
2435,50.07118320465088
2440,49.68276469707489
2445,49.85677716732025
2450,50.33934619426727
2455,50.35383410453797
2460,50.78049182891846
2465,50.30010187625885
2470,50.34680914878845
2475,50.41281907558441
2480,50.89914288520813
2485,51.13910837173462
2490,50.65849130153656
2495,50.892359900474545
2500,51.2134165763855
